time_index,year,week,day,inc,inc_low,inc_up,inc100,inc100_low,inc100_up
1,1984,44,NA,68422,20056,116788,125,37,213
2,1984,45,NA,135223,101414,169032,246,184,308
3,1984,46,NA,87330,67686,106974,159,123,195
4,1984,47,NA,72029,54274,89784,131,99,163
5,1984,48,NA,78620,60634,96606,143,110,176
6,1984,49,NA,101073,81684,120462,184,149,219
7,1984,50,NA,123680,101401,145959,225,184,266
8,1984,51,NA,101726,80242,123210,185,146,224
9,1984,52,NA,84830,60602,109058,154,110,198
10,1985,1,NA,85489,65918,105060,155,120,190
11,1985,2,NA,97586,80949,114223,177,147,207
12,1985,3,NA,213901,174689,253113,388,317,459
13,1985,4,NA,424937,390794,459080,770,708,832
14,1985,5,NA,637302,592795,681809,1155,1074,1236
15,1985,6,NA,565825,518011,613639,1026,939,1113
16,1985,7,NA,471852,432599,511105,855,784,926
17,1985,8,NA,389886,359529,420243,707,652,762
18,1985,9,NA,369895,341109,398681,670,618,722
19,1985,10,NA,353231,326279,380183,640,591,689
20,1985,11,NA,276205,252399,300011,501,458,544
21,1985,12,NA,245240,223304,267176,445,405,485
22,1985,13,NA,197206,176080,218332,357,319,395
23,1985,14,NA,134545,114400,154690,244,207,281
24,1985,15,NA,63881,45538,82224,116,83,149
25,1985,16,NA,50362,36451,64273,91,66,116
26,1985,17,NA,34053,24366,43740,62,44,80
27,1985,18,NA,40555,29935,51175,74,55,93
28,1985,19,NA,43154,32821,53487,78,59,97
29,1985,20,NA,27896,20885,34907,51,38,64
30,1985,21,NA,26096,19621,32571,47,35,59
31,1985,22,NA,24099,17190,31008,44,31,57
32,1985,23,NA,19373,10010,28736,35,18,52
33,1985,24,NA,19855,13577,26133,36,25,47
34,1985,25,NA,19362,12454,26270,35,22,48
35,1985,26,NA,18609,12637,24581,34,23,45
36,1985,27,NA,19670,11761,27579,36,22,50
37,1985,28,NA,14588,7659,21517,26,13,39
38,1985,29,NA,13054,6474,19634,24,12,36
39,1985,30,NA,11598,5507,17689,21,10,32
40,1985,31,NA,16958,8479,25437,31,16,46
41,1985,32,NA,7488,1851,13125,14,4,24
42,1985,33,NA,22611,8819,36403,41,16,66
43,1985,34,NA,40389,24786,55992,73,45,101
44,1985,35,NA,30215,18546,41884,55,34,76
45,1985,36,NA,27986,18992,36980,51,35,67
46,1985,37,NA,22219,15626,28812,40,28,52
47,1985,38,NA,27605,20614,34596,50,37,63
48,1985,39,NA,39819,31234,48404,72,56,88
49,1985,40,NA,49739,40335,59143,90,73,107
50,1985,41,NA,45712,36755,54669,83,67,99
51,1985,42,NA,76218,64604,87832,138,117,159
52,1985,43,NA,87402,74208,100596,158,134,182
53,1985,44,NA,67356,55744,78968,122,101,143
54,1985,45,NA,57514,47167,67861,104,85,123
55,1985,46,NA,70534,58788,82280,128,107,149
56,1985,47,NA,66177,55221,77133,120,100,140
57,1985,48,NA,68291,57581,79001,124,105,143
58,1985,49,NA,65931,55326,76536,120,101,139
59,1985,50,NA,86031,73604,98458,156,133,179
60,1985,51,NA,114666,99538,129794,208,181,235
61,1985,52,NA,86452,72250,100654,157,131,183
62,1986,1,NA,112614,96539,128689,203,174,232
63,1986,2,NA,178138,159344,196932,322,288,356
64,1986,3,NA,271539,248654,294424,490,449,531
65,1986,4,NA,348509,322464,374554,629,582,676
66,1986,5,NA,364727,339868,389586,658,613,703
67,1986,6,NA,439300,411764,466836,793,743,843
68,1986,7,NA,490723,460150,521296,886,831,941
69,1986,8,NA,448786,419219,478353,810,757,863
70,1986,9,NA,321140,296644,345636,580,536,624
71,1986,10,NA,257305,231225,283385,464,417,511
72,1986,11,NA,168146,151035,185257,303,272,334
73,1986,12,NA,124777,97237,152317,225,175,275
74,1986,13,NA,87249,63562,110936,157,114,200
75,1986,14,NA,49792,39728,59856,90,72,108
76,1986,15,NA,42659,33537,51781,77,61,93
77,1986,16,NA,41196,32894,49498,74,59,89
78,1986,17,NA,34874,27440,42308,63,50,76
79,1986,18,NA,31736,24115,39357,57,43,71
80,1986,19,NA,22177,16008,28346,40,29,51
81,1986,20,NA,17133,12106,22160,31,22,40
82,1986,21,NA,14460,9575,19345,26,17,35
83,1986,22,NA,9717,5594,13840,18,11,25
84,1986,23,NA,14372,9896,18848,26,18,34
85,1986,24,NA,11160,7252,15068,20,13,27
86,1986,25,NA,11075,6804,15346,20,12,28
87,1986,26,NA,8778,5106,12450,16,9,23
88,1986,27,NA,7529,3353,11705,14,6,22
89,1986,28,NA,2327,0,5318,4,0,9
90,1986,29,NA,3654,931,6377,7,2,12
91,1986,30,NA,2346,141,4551,4,0,8
92,1986,31,NA,2247,0,4574,4,0,8
93,1986,32,NA,1027,0,2311,2,0,4
94,1986,33,NA,3115,554,5676,6,1,11
95,1986,34,NA,5762,858,10666,10,1,19
96,1986,35,NA,10587,4470,16704,19,8,30
97,1986,36,NA,9182,4982,13382,17,9,25
98,1986,37,NA,15998,10802,21194,29,20,38
99,1986,38,NA,26615,20479,32751,48,37,59
100,1986,39,NA,28665,22477,34853,52,41,63
101,1986,40,NA,33516,26776,40256,60,48,72
102,1986,41,NA,32864,25939,39789,59,47,71
103,1986,42,NA,31815,25124,38506,57,45,69
104,1986,43,NA,27532,20842,34222,50,38,62
105,1986,44,NA,28646,22048,35244,52,40,64
106,1986,45,NA,38964,31382,46546,70,56,84
107,1986,46,NA,32134,25327,38941,58,46,70
108,1986,47,NA,36740,29710,43770,66,53,79
109,1986,48,NA,46031,38578,53484,83,70,96
110,1986,49,NA,56296,48229,64363,102,87,117
111,1986,50,NA,73413,64019,82807,133,116,150
112,1986,51,NA,72920,63047,82793,132,114,150
113,1986,52,NA,76263,64958,87568,138,118,158
114,1987,1,NA,69745,59207,80283,125,106,144
115,1987,2,NA,74213,64014,84412,133,115,151
116,1987,3,NA,103841,91699,115983,187,165,209
117,1987,4,NA,158333,143625,173041,285,259,311
118,1987,5,NA,236046,219483,252609,424,394,454
119,1987,6,NA,296702,279051,314353,533,501,565
120,1987,7,NA,288180,270718,305642,518,487,549
121,1987,8,NA,217779,202179,233379,391,363,419
122,1987,9,NA,147006,133519,160493,264,240,288
123,1987,10,NA,93067,80519,105615,167,144,190
124,1987,11,NA,53561,45035,62087,96,81,111
125,1987,12,NA,59625,50653,68597,107,91,123
126,1987,13,NA,62246,52749,71743,112,95,129
127,1987,14,NA,50642,41866,59418,91,75,107
128,1987,15,NA,44292,36456,52128,80,66,94
129,1987,16,NA,32416,25100,39732,58,45,71
130,1987,17,NA,21256,14850,27662,38,26,50
131,1987,18,NA,16095,10330,21860,29,19,39
132,1987,19,NA,12539,7943,17135,23,15,31
133,1987,20,NA,10344,6454,14234,19,12,26
134,1987,21,NA,17619,12649,22589,32,23,41
135,1987,22,NA,14887,9743,20031,27,18,36
136,1987,23,NA,15857,10943,20771,29,20,38
137,1987,24,NA,11289,7282,15296,20,13,27
138,1987,25,NA,23413,15490,31336,42,28,56
139,1987,26,NA,12341,7824,16858,22,14,30
140,1987,27,NA,10171,5904,14438,18,10,26
141,1987,28,NA,2702,138,5266,5,0,10
142,1987,29,NA,4389,913,7865,8,2,14
143,1987,30,NA,4642,1301,7983,8,2,14
144,1987,31,NA,8233,3655,12811,15,7,23
145,1987,32,NA,7215,2353,12077,13,4,22
146,1987,33,NA,6404,1834,10974,12,4,20
147,1987,34,NA,6631,2734,10528,12,5,19
148,1987,35,NA,6149,2970,9328,11,5,17
149,1987,36,NA,7906,4014,11798,14,7,21
150,1987,37,NA,11208,6542,15874,20,12,28
151,1987,38,NA,16782,11870,21694,30,21,39
152,1987,39,NA,32328,23548,41108,58,42,74
153,1987,40,NA,24641,15930,33352,44,28,60
154,1987,41,NA,42021,32016,52026,76,58,94
155,1987,42,NA,38021,30236,45806,68,54,82
156,1987,43,NA,46356,38370,54342,83,69,97
157,1987,44,NA,41024,33829,48219,74,61,87
158,1987,45,NA,35456,29024,41888,64,52,76
159,1987,46,NA,37216,30199,44233,67,54,80
160,1987,47,NA,29688,23465,35911,53,42,64
161,1987,48,NA,41871,35115,48627,75,63,87
162,1987,49,NA,49380,42461,56299,89,77,101
163,1987,50,NA,57767,50181,65353,104,90,118
164,1987,51,NA,47744,34266,61222,86,62,110
165,1987,52,NA,11935,2353,21517,21,4,38
166,1987,53,NA,47257,38170,56344,85,69,101
167,1988,1,NA,60929,52573,69285,109,94,124
168,1988,2,NA,59743,51907,67579,107,93,121
169,1988,3,NA,68869,60922,76816,123,109,137
170,1988,4,NA,72818,64944,80692,130,116,144
171,1988,5,NA,72705,64952,80458,130,116,144
172,1988,6,NA,69349,61502,77196,124,110,138
173,1988,7,NA,77099,68423,85775,138,122,154
174,1988,8,NA,87753,78449,97057,157,140,174
175,1988,9,NA,135564,125263,145865,243,225,261
176,1988,10,NA,235142,222004,248280,421,397,445
177,1988,11,NA,316175,300858,331492,566,539,593
178,1988,12,NA,283445,268834,298056,507,481,533
179,1988,13,NA,193710,181519,205901,347,325,369
180,1988,14,NA,123868,113211,134525,222,203,241
181,1988,15,NA,70616,61754,79478,126,110,142
182,1988,16,NA,33730,27496,39964,60,49,71
183,1988,17,NA,21750,17436,26064,39,31,47
184,1988,18,NA,20415,16281,24549,37,30,44
185,1988,19,NA,18260,13847,22673,33,25,41
186,1988,20,NA,14118,10223,18013,25,18,32
187,1988,21,NA,11107,7742,14472,20,14,26
188,1988,22,NA,11566,8282,14850,21,15,27
189,1988,23,NA,8695,5755,11635,16,11,21
190,1988,24,NA,6676,3978,9374,12,7,17
191,1988,25,NA,7657,4664,10650,14,9,19
192,1988,26,NA,7065,3905,10225,13,7,19
193,1988,27,NA,4690,2196,7184,8,4,12
194,1988,28,NA,8562,3483,13641,15,6,24
195,1988,29,NA,6103,1013,11193,11,2,20
196,1988,30,NA,4205,1224,7186,8,3,13
197,1988,31,NA,8758,3591,13925,16,7,25
198,1988,32,NA,7033,2595,11471,13,5,21
199,1988,33,NA,7937,3861,12013,14,7,21
200,1988,34,NA,4950,2005,7895,9,4,14
201,1988,35,NA,7797,4762,10832,14,9,19
202,1988,36,NA,7539,4840,10238,13,8,18
203,1988,37,NA,15537,11911,19163,28,22,34
204,1988,38,NA,35243,29367,41119,63,52,74
205,1988,39,NA,43730,36755,50705,78,66,90
206,1988,40,NA,39882,33507,46257,71,60,82
207,1988,41,NA,46336,39344,53328,83,70,96
208,1988,42,NA,45495,38467,52523,81,68,94
209,1988,43,NA,38252,31909,44595,68,57,79
210,1988,44,NA,42106,35336,48876,75,63,87
211,1988,45,NA,53940,46148,61732,97,83,111
212,1988,46,NA,92484,83160,101808,165,148,182
213,1988,47,NA,246062,231234,260890,440,413,467
214,1988,48,NA,637811,614785,660837,1141,1100,1182
215,1988,49,NA,966523,940068,992978,1729,1682,1776
216,1988,50,NA,1001824,974799,1028849,1793,1745,1841
217,1988,51,NA,872748,846468,899028,1562,1515,1609
218,1988,52,NA,467971,447033,488909,837,800,874
219,1989,1,NA,202266,188305,216227,360,335,385
220,1989,2,NA,112284,102003,122565,200,182,218
221,1989,3,NA,66010,58065,73955,118,104,132
222,1989,4,NA,54942,47750,62134,98,85,111
223,1989,5,NA,52840,45665,60015,94,81,107
224,1989,6,NA,47844,40320,55368,85,72,98
225,1989,7,NA,27277,21760,32794,49,39,59
226,1989,8,NA,19746,15258,24234,35,27,43
227,1989,9,NA,12895,9183,16607,23,16,30
228,1989,10,NA,12387,8750,16024,22,16,28
229,1989,11,NA,16633,12140,21126,30,22,38
230,1989,12,NA,13419,9542,17296,24,17,31
231,1989,13,NA,10564,6767,14361,19,12,26
232,1989,14,NA,15230,10469,19991,27,19,35
233,1989,15,NA,9667,6209,13125,17,11,23
234,1989,16,NA,10908,7494,14322,19,13,25
235,1989,17,NA,10949,7147,14751,19,12,26
236,1989,18,NA,13452,1365,25539,24,2,46
237,1989,19,NA,0,,,0,,
238,1989,20,NA,6093,1023,11163,11,2,20
239,1989,21,NA,9554,4316,14792,17,8,26
240,1989,22,NA,9104,4764,13444,16,8,24
241,1989,23,NA,11779,7984,15574,21,14,28
242,1989,24,NA,6337,3537,9137,11,6,16
243,1989,25,NA,6299,3454,9144,11,6,16
244,1989,26,NA,5753,2885,8621,10,5,15
245,1989,27,NA,3641,1350,5932,6,2,10
246,1989,28,NA,1284,105,2463,2,0,4
247,1989,29,NA,3909,1504,6314,7,3,11
248,1989,30,NA,3168,561,5775,6,1,11
249,1989,31,NA,2721,0,5478,5,0,10
250,1989,32,NA,7114,2361,11867,13,5,21
251,1989,33,NA,7940,3858,12022,14,7,21
252,1989,34,NA,6039,2185,9893,11,4,18
253,1989,35,NA,4661,1696,7626,8,3,13
254,1989,36,NA,4769,2299,7239,8,4,12
255,1989,37,NA,12022,8082,15962,21,14,28
256,1989,38,NA,18296,13483,23109,33,24,42
257,1989,39,NA,24622,18425,30819,44,33,55
258,1989,40,NA,31453,24288,38618,56,43,69
259,1989,41,NA,43763,35245,52281,78,63,93
260,1989,42,NA,39410,32172,46648,70,57,83
261,1989,43,NA,29549,23287,35811,53,42,64
262,1989,44,NA,23405,17475,29335,42,31,53
263,1989,45,NA,22711,16999,28423,40,30,50
264,1989,46,NA,23547,17952,29142,42,32,52
265,1989,47,NA,40963,33897,48029,73,60,86
266,1989,48,NA,119087,108253,129921,212,193,231
267,1989,49,NA,358043,340053,376033,638,606,670
268,1989,50,NA,749283,723633,774933,1334,1288,1380
269,1989,51,NA,821540,793846,849234,1463,1414,1512
270,1989,52,NA,581149,556023,606275,1035,990,1080
271,1990,1,NA,483600,460913,506287,855,815,895
272,1990,2,NA,345060,326087,364033,610,576,644
273,1990,3,NA,315466,296550,334382,558,525,591
274,1990,4,NA,287771,267698,307844,509,474,544
275,1990,5,NA,161765,146354,177176,286,259,313
276,1990,6,NA,399984,353345,446623,707,625,789
277,1990,7,NA,61742,49720,73764,109,88,130
278,1990,8,NA,26110,19342,32878,46,34,58
279,1990,9,NA,21793,15460,28126,39,28,50
280,1990,10,NA,16294,11045,21543,29,20,38
281,1990,11,NA,20018,14311,25725,35,25,45
282,1990,12,NA,17035,11135,22935,30,20,40
283,1990,13,NA,21879,15088,28670,39,27,51
284,1990,14,NA,12862,8177,17547,23,15,31
285,1990,15,NA,11707,5831,17583,21,11,31
286,1990,16,NA,8129,3754,12504,14,6,22
287,1990,17,NA,5278,2197,8359,9,4,14
288,1990,18,NA,1738,141,3335,3,0,6
289,1990,19,NA,5897,2440,9354,10,4,16
290,1990,20,NA,4506,1771,7241,8,3,13
291,1990,21,NA,1004,0,2367,2,0,4
292,1990,22,NA,4196,1292,7100,7,2,12
293,1990,23,NA,3655,1043,6267,6,1,11
294,1990,24,NA,5727,2460,8994,10,4,16
295,1990,25,NA,7879,3136,12622,14,6,22
296,1990,26,NA,7236,2651,11821,13,5,21
297,1990,27,NA,2948,793,5103,5,1,9
298,1990,28,NA,959,0,2252,2,0,4
299,1990,29,NA,1077,0,2643,2,0,5
300,1990,30,NA,425,0,1262,1,0,2
301,1990,31,NA,881,0,2206,2,0,4
302,1990,32,NA,1399,0,3849,2,0,6
303,1990,33,NA,0,0,0,0,0,0
304,1990,34,NA,201,0,595,0,0,1
305,1990,35,NA,934,0,2681,2,0,5
